Mapson; Leslie William (1907 - 1970),Fellow,20/03/1969
Marais; Richard Malcolm,Fellow,09/05/2018
Marcet; Alexander John Gaspard (1770 - 1822),Fellow,2/06/1808
Marcet; Francis (1803 - 1883),Fellow,28/01/1836
Marcet; William (1828 - 1900),Fellow,11/06/1857
Marchant; Alfred Le (fl 1819),Fellow,25/11/1819
Marcus; Rudolph Arthur,Foreign Member,25/06/1987
Margerie; Emmanuel Marie Pierre Martin Jacquin de (1862 - 1953),Foreign Member,25/06/1931
Marignac; Jean Charles Gallissard de (1817 - 1894),Foreign Member,12/05/1881
Marinoni; Giovanni Giacomo (1676 - 1755),Fellow,20/03/1746
Marion; Leo Edmond (1899 - 1979),Fellow,16/03/1961
Markham; Roy (1916 - 1979),Fellow,15/03/1956
Markham; Sir; Clements Robert (1830 - 1916),Fellow,12/06/1873
Markham; Sir; George (1666 - 1736),Fellow,7/04/1708
Markl; Hubert Simon (1938 - 2015),Foreign Member,13/05/2002
Markland; James Heywood (1788 - 1864),Fellow,28/03/1816
Marklof; Jens,Fellow,30/04/2015
Markovic; Vladimir,Fellow,30/04/2014
Marler; Peter Robert,Foreign Member,15/05/2008
Marperger; Paul Jacob (1683 - 1767),Fellow,9/06/1715
Marr; John Edward (1857 - 1933),Fellow,4/06/1891
Marrack; Philippa Charlotte,Fellow,15/05/1997
Marrian; Guy Frederic (1904 - 1981),Fellow,16/03/1944
Marryat; Frederick (1792 - 1848),Fellow,13/05/1819
Marsden; Charles David (1938 - 1998),Fellow,17/03/1983
Marsden; Jerrold Eldon,Fellow,18/05/2006
Massey; Vincent (1926 - 2002),Fellow,17/03/1977
Masson; Jean (fl 1743),Fellow,8/12/1743
Masson; Sir; David Orme (1858 - 1937),Fellow,11/06/1903
Masson; Sir; James Irvine Orme (1887 - 1962),Fellow,16/03/1939
Masterman; Arthur Thomas (1869 - 1941),Fellow,06/05/1915
Masters; Maxwell Tylden (1833 - 1907),Fellow,2/06/1870
Masters; Thomas Guy,Fellow,26/05/2005
Masui; Yoshio,Fellow,14/05/1998
Matani; Antonio (1730 - 1779),Fellow,10/03/1763
Materlik; Gerhard Theodor,Fellow,19/05/2011
Mather; Cotton (1663 - 1728),Fellow,27/07/1713
Mather; Robert (c 1700 - 1730),Fellow,8/05/1729
Mather; Sir; Kenneth (1911 - 1990),Fellow,17/03/1949
Mather; Thomas (1856 - 1937),Fellow,05/06/1902
Matheson; Sir; Nicholas James Sutherland (1796 - 1878),Fellow,19/02/1846
Mathew; William (- 1752),Fellow,10/03/1720
Mathews; George Ballard (1861 - 1922),Fellow,3/06/1897
Mathias; Thomas James (? 1754 - 1835),Fellow,19/03/1795
Maton; William George (1774 - 1835),Fellow,26/06/1800
Mattaj; Iain William,Fellow,13/05/1999
Matthew; William Diller (1871 - 1930),Fellow,15/05/1919
Matthews; Drummond Hoyle (1931 - 1997),Fellow,21/03/1974
Matthews; Leonard Harrison (1901 - 1986),Fellow,18/03/1954
Matthews; Paul Taunton (1919 - 1987),Fellow,21/03/1963
Matthews; Peter Bryan Conrad,Fellow,15/03/1973
Matthews; Richard Ellis Ford (1921 - 1995),Fellow,21/03/1974
Matthews; Sir; Bryan Harold Cabot (1906 - 1986),Fellow,14/03/1940
Matthews; Sir; Philip (c 1642 - ? 1685),Fellow,23/03/1671
Matthey; George (1825 - 1913),Fellow,12/06/1879
Matthiessen; Augustus (1831 - 1870),Fellow,6/06/1861
