Hervey; Frederick Augustus (1730 - 1803); 4th Earl of Bristol,Fellow,28/02/1782
Hervey; Frederick William (1769 - 1859); 5th Earl of Bristol,Fellow,23/05/1805
Hervey; John (1616 - 1680),Fellow,7/12/1664
Herzberg; Ewald Friedrich (1725 - 1795),Fellow,30/04/1789
Herzberg; Gerhard (1904 - 1999),Fellow,15/03/1951
Heslop-Harrison; John (1920 - 1998),Fellow,19/03/1970
Heslop-Harrison; John William (1881 - 1967),Fellow,10/05/1928
Heucher; Johann Heinrich (1677 - 1747),Fellow,6/11/1729
Heusch; Johann Christian (fl 1680 - 1684),Fellow,29/01/1680
Hevelius; Johannes (1611 - 1687),Fellow,30/03/1664
Hevesy; George Charles de (1885 - 1966),Foreign Member,11/05/1939
Hewer; Hewer Edgley (c 1692 - 1728),Fellow,27/06/1723
Hewett; John (fl 1786),Fellow,25/05/1786
Hewett; Sir; Prescott Gardner (1812 - 1891),Fellow,4/06/1874
Hewett; Sir; Thomas (1656 - 1726),Fellow,2/11/1721
Hewish; Antony,Fellow,21/03/1968
Hewitt; Eric John (1919 - 2002),Fellow,18/03/1982
Hewitt; Geoffrey Frederick (1934 - 2019),Fellow,16/03/1989
Hewitt; John Theodore (1868 - 1954),Fellow,05/05/1910
Hewson; William (1739 - 1774); Surgeon and Anatomist,Fellow,8/03/1770
Hey; Donald Holroyde (1904 - 1987),Fellow,17/03/1955
Hey; James Stanley (1909 - 2000),Fellow,16/03/1978
Hey; William (1736 - 1819),Fellow,30/03/1775
Heycock; Charles Thomas (1858 - 1931),Fellow,13/06/1895
Heygate; James (1801 - 1872),Fellow,6/04/1843
Heyne; Christian Gottlob (1729 - 1812),Fellow,30/04/1789
Heyrovsky; Jaroslav (1890 - 1967),Foreign Member,08/04/1965
Heywood; James (1810 - 1897),Fellow,7/02/1839
Heywood; Sir; Benjamin (1793 - 1865),Fellow,19/01/1843
Hiarne; Urban (1641 - 1724),Fellow,18/11/1669
Hibbert; George (1757 - 1837),Fellow,30/05/1811
Hickes; John (fl 1703 - 1717),Fellow,30/11/1703
Hickling; Henry George Albert (1883 - 1954),Fellow,07/05/1936
Hickman; Nathan (c 1695 - 1746),Fellow,15/04/1725
Hickman; Samuel (- 1754),Fellow,07/03/1745
Hicks; Henry (1837 - 1899),Fellow,04/06/1885
Hicks; John Braxton (1823 - 1897),Fellow,05/06/1862
Hicks; William Mitchinson (1850 - 1934),Fellow,04/06/1885
Hickson; Ian David,Fellow,20/05/2010
Hickson; Sydney John (1859 - 1940),Fellow,13/06/1895
Hide; Raymond (1929 - 2016),Fellow,18/03/1971
Hiern; William Philip (1839 - 1929),Fellow,11/06/1903
Higginbottom; John (1788 - 1876),Fellow,03/06/1852
Higgins; Dame; Julia Stretton,Fellow,09/03/1995
Higgins; William (? 1762 - 1825),Fellow,12/06/1806
Higgs; Douglas Roland,Fellow,26/05/2005
Higgs; Peter Ware,Fellow,17/03/1983
Higham; Nicholas,Fellow,17/05/2007
Hight; David William,Fellow,28/04/2016
Higman; Graham (1917 - 2008),Fellow,20/03/1958
Higman; John Philips (1793 - 1855),Fellow,23/03/1820
Hilbert; David (1862 - 1943),Foreign Member,21/06/1928
Hilditch; Thomas Percy (1886 - 1965),Fellow,19/03/1942
Hill; Abraham (1633 - 1721),Founder Fellow,28/11/1660
Hill; Archibald Vivian (1886 - 1977),Fellow,02/05/1918
Hill; Arthur (1753 - 1801); 2nd Marquess of Downshire,Fellow,21/01/1790
Hill; David Keynes (1915 - 2002),Fellow,16/03/1972
Hill; Dorothy (1907 - 1997),Fellow,18/03/1965
Hill; George William (1838 - 1914),Foreign Member,27/11/1902
Hill; Hugh Allen Oliver,Fellow,15/03/1990
Hill; James (1696 - ? 1728),Fellow,09/04/1719
Hill; James Peter (1873 - 1954),Fellow,01/05/1913
Hill; John (- 1753),Fellow,08/12/1748
Hill; Maurice Neville (1919 - 1966),Fellow ,15/03/1962
Hill; Micaiah John Muller (1856 - 1929),Fellow,07/06/1894
Hill; Oliver (c 1630 -),Fellow,8/11/1677
Hill; Robert (1899 - 1991),Fellow,21/03/1946
Hill; Rodney (1921 - 2011),Fellow,16/03/1961
Hill; Samuel (1648 - 1716),Fellow,30/11/1711
