Wise; Daniel,Fellow,09/05/2018
Wislicenus; Johannes (1835 - 1902),Foreign Member,1/04/1897
Wissett; Robert (- 1820),Fellow,24/12/1801
Witchell; George (- 1785),Fellow,9/07/1767
"Withering; William (1741 - 1799); Physician, Botanist and Mineralogist",Fellow,24/11/1785
Withers; Philip John,Fellow,28/04/2016
Withers; Stephen,Fellow,19/04/2012
Witsen; Nicolaus (1641 - 1717); Traveller and Diplomat,Fellow,30/11/1689
Witt; George (1804 - 1869),Fellow,05/06/1834
Witten; Edward,Foreign Member,13/05/1999
Wittrick; William Henry (1922 - 1986),Fellow,20/03/1980
Wix; Samuel (1771 - 1861),Fellow,25/02/1813
Wix; William (1768 - 1849),Fellow,12/07/1810
Woese; Carl Richard (1928 - 2012),Foreign Member,18/05/2006
Wohler; Friedrich (1800 - 1882),Foreign Member,15/06/1854
Woide; Charles Godfrey (1725 - 1790),Fellow,21/04/1785
Wolf; Nathaniel Matthew (1728 - 1784),Fellow,10/04/1777
Wolfe; Kenneith Henry,Fellow,04/05/2017
Wolfe-Barry; Sir; John Wolfe (1836 - 1918),Fellow,13/06/1895
Wolfendale; Sir; Arnold Whittaker,Fellow,17/03/1977
Wolff; Christian (1679 - 1754); Freiherr von,Fellow,8/11/1710
Wolff; Eric,Fellow,20/05/2010
Wolfson; Leonard; Baron Wolfson of Marylebone,Honorary Fellow,26/05/2005
Wolfson; Sir; Isaac (1897 - 1991),Statute 12,20/06/1963
Wollaston; Alexander Luard (1804 - 1874),Fellow,26/02/1829
Wollaston; Charlton (1733 - 1764),Fellow,25/03/1756
Wollaston; Francis (1694 - 1774),Fellow,27/06/1723
Wollaston; Francis (1731 - 1815),Fellow,13/04/1769
Wollaston; Francis John Hyde (1762 - 1823),Fellow,23/11/1786
Wollaston; George (1738 - 1826),Fellow,17/02/1763
"Wollaston; William Hyde (1766 - 1828); Physiologist, Chemist and Physicist",Fellow,9/05/1793
Wolpert; Daniel,Fellow,19/04/2012
Wolpert; Daniel Mark,Fellow,19/04/2012
Wolpert; Lewis (1929 -),Fellow,20/03/1980
Wolynes; Peter Guy,Foreign Member,17/05/2007
Wood; Bernard John,Fellow,14/05/1998
Wood; Graham Charles (1934 - 2016),Fellow,15/05/1997
Wood; John (- 1682),Fellow,1/04/1680
Wood; John (1825 - 1891),Fellow,8/06/1871
Wood; John Nicholas,Fellow,14/05/2009
Wood; Nicholas (1795 - 1865),Fellow,2/06/1864
Wood; Richard Dean,Fellow,15/05/1997
Wood; Robert (? 1621 - 1685),Fellow,13/04/1681
Wood; Robert (fl 1789),Fellow,19/11/1789
Wood; Robert Williams (1868 - 1955),Foreign Member,26/06/1919
Wood; Ronald Karslake Starr (1919 - 2017),Fellow,18/03/1976
Wood; Sir; Alan Marshall Muir,Fellow,20/03/1980
Wood; Sir; Martin Francis,Fellow,19/03/1987
Wood; Thomas (1804 - 1872),Fellow,20/05/1841
Wood; Thomas (c 1708 - 1799),Fellow,19/11/1761
Wood; Thomas Barlow (1869 - 1929),Fellow,15/05/1919
Wood; William (1774 - 1857),Fellow,24/12/1812
Wood; William Page (1801 - 1881); Baron Hatherley,Fellow,22/12/1836
Woodcroft; Bennet (1803 - 1879),Fellow,9/06/1859
Woodford; Samuel (1636 - 1700),Fellow,2/11/1664
Woodford; Thomas (- 1759),Fellow,7/04/1708
Woodhouse; John Henry,Fellow,11/05/2000
Woodhouse; Robert (1773 - 1827),Fellow,16/12/1802
Woodroffe; Benjamin (1638 - 1711),Fellow,30/04/1668
Woodruff; David Phillip,Fellow,18/05/2006
Woodruff; Sir; Michael Francis Addison (1911 - 2001),Fellow,21/03/1968
Woods; Andrew William,Fellow,04/05/2017
Woods; Donald Devereux (1912 - 1964),Fellow,20/03/1952
Woods; Henry (1868 - 1952),Fellow,11/05/1916
Woods; Stephen Esslemont (1912 - 1994),Fellow,21/03/1974
Woodward; Charles (? 1789 - 1877),Fellow,29/04/1841
Woodward; Henry (1832 - 1921),Fellow,12/06/1873
Woodward; Horace Bolingbroke (1848 - 1914),Fellow,4/06/1896
Woodward; John (1665 - 1728),Fellow,30/11/1693
Woodward; Robert Burns (1917 - 1979),Foreign Member,26/04/1956
Woodward; Sir; Arthur Smith (1864 - 1944),Fellow,06/06/1901
Wooldridge; Sidney William (1900 - 1963),Fellow,19/03/1959
Wooley; Trevor Dion,Fellow,17/05/2007
Woolfson; Michael Mark (1927 - 2019),Fellow,15/03/1984
Woolhouse; John Thomas (c 1650 - 1734); Oculist,Fellow,2/11/1721
Woollard; Herbert Henry (1889 - 1939),Fellow,17/03/1938
Woolley; Sir; Richard van der Riet (1906 - 1986),Fellow,19/03/1953
Woolmore; Sir; John (c 1756 - 1838),Fellow,27/05/1830
Workman; Paul,Fellow,28/04/2016
Wormall; Arthur (1900 - 1964),Fellow,15/03/1956
Worms; Henry de (1840 - 1903); 1st Baron Pirbright,Fellow,4/04/1889
Worsley; Henry (c 1675 - 1740),Fellow,30/11/1705
Worsley; Sir; Richard (1751 - 1805),Fellow,18/06/1778
Worth; Edward (c 1678 - 1733),Fellow,11/01/1699
Worthington; Arthur Mason (1852 - 1916),Fellow,1/06/1893
Worthington; Brian Stewart,Fellow,14/05/1998
Wotton; William (1666 - 1727),Fellow,14/12/1687
Woulfe; Peter (c 1727 - 1803),Fellow,5/02/1767
Wrangham; Francis (1769 - 1842),Fellow,15/11/1804
Wray; Daniel (1701 - 1783),Fellow,6/03/1729
Wray; Gordon Richard (1928 - 2005),Fellow,20/03/1986
Wren; Christopher (1675 - 1747),Fellow,30/11/1693
Wren; Matthew (1629 - 1672),Original Fellow,22/04/1663
"Wren; Sir; Christopher (1632 - 1723); Architect, Astronomer and Mathematician",Founder Fellow,28/11/1660
Wren; Thomas (1633 - 1679),Original Fellow,20/05/1663
Wright; Charles Romley Alder (1844 - 1894),Fellow,2/06/1881
Wright; Edward (- 1761),Fellow,5/04/1759
Wright; Ernest Marshall,Fellow,26/05/2005
Wright; John (1793 - 1893),Fellow,1/06/1843
Wright; Richard (c 1739 - 1786),Fellow,19/03/1767
Wright; Sewall (1889 - 1988),Foreign Member,25/04/1963
Wright; Sir; Almroth Edward (1861 - 1947),Fellow,03/05/1906
Wright; Thomas (1809 - 1884),Fellow,12/06/1879
Wright; William (1735 - 1819),Fellow,12/03/1778
Wrottesley; John (1798 - 1867); 2nd Baron Wrottesley,Fellow,29/04/1841
Wunsch; Carl Isaac,Foreign Member,13/05/2002
Wurtz; Karl Adolphe (1817 - 1884),Foreign Member,09/06/1864
Wuthrich; Kurt (1938 -),Foreign Member,20/05/2010
Wyatt; Adrian Frederick George,Fellow,11/05/2000
Wyatt; John (- 1797),Fellow,12/02/1778
Wyatt; Terence Richard,Fellow,02/05/2013
Wyatt; William (c 1742 - 1813),Fellow,8/06/1769
Wyatville; Sir; Jeffrey (1766 - 1840),Fellow,27/05/1830
Wyche; Peter (1709 - 1763),Fellow,2/05/1745
Wyche; Sir; Cyril (c 1632 - 1707),Original Fellow,20/05/1663
Wyche; Sir; Peter (1628 - 1699),Original Fellow,20/05/1663
Wykoff; Ralph Walter Graystone (1897 - 1994),Foreign Member,19/04/1951
Wylde; Edmund (c 1618 - c 1695),Original Fellow,20/05/1663
Wyllie; Andrew Hamilton,Fellow,09/03/1995
Wyllie; Peter John,Fellow,15/03/1984
Wyndham; Edmund (c 1659 -),Fellow,6/12/1677
Wyndham; George O'Brien (1751 - 1837); 3rd Earl of Egremont,Fellow,7/12/1797
Wyndham; Henry Penruddock (1736 - 1819),Fellow,9/01/1783
Wyndham-Quin; Edwin Richard Windham (1812 - 1871); 3rd Earl of Dunraven and Mount-Earl,Fellow,10/04/1834
Wynne; Charles Gorrie (1911 - 1999),Fellow,19/03/1970
Wynne; Sir; William (- 1815),Fellow,6/03/1794
Wynne; William Palmer (1861 - 1950),Fellow,4/06/1896
Wynne-Edwards; Vero Copner (1906 - 1997),Fellow,19/03/1970
Wyvill; Sir; Marmaduke (- 1722),Fellow,30/11/1711
Wyvill; Sir; Marmaduke (1692 - 1753),Fellow,6/02/1735
Yablonovitch; Eli (1946 -),Foreign Member,02/05/2013
Yacoub; Sir; Magdi Habib,Fellow,13/05/1999
Yale; Elihu (1649 - 1721),Fellow,30/11/1717
Yanagida; Mitsuhiro,Foreign Member,11/05/2000
Yang; Chen Ning,Foreign Member,18/06/1992
Yang; Ziheng,Fellow,18/05/2006
Yanofsky; Charles (1925 - 2018),Foreign Member,27/06/1985
Yarrow; Sir; Alfred Fernadez (1842 - 1932),Fellow,11/05/1922
Yates; Frank (1902 - 1994),Fellow,18/03/1948
Yates; James (1789 - 1871),Fellow,31/01/1839
Yeats; Grant David (1773 - 1836),Fellow,1/07/1819
Yeats; Thomas Pattinson (- c 1782),Fellow,8/03/1781
Yelloly; John (1774 - 1842),Fellow,5/05/1814
Yelverton; Talbot (1690 - 1731); Earl of Sussex,Fellow,1/02/1722
Yeo; Gerald Francis (1845 - 1909),Fellow,6/06/1889
Yeoman; Thomas (1708 - 1781),Fellow,12/01/1764
Yeomans; Julia,Fellow,02/05/2013
Yolland; William (1810 - 1885),Fellow,09/06/1859
Yonge; Charles Maurice (1899 - 1986),Fellow,21/03/1946
Yonge; James (1647 - 1721),Fellow,30/11/1702
Yonge; Sir; George (1731 - 1812),Fellow,13/05/1784
Yonge; Sir; William (- 1755),Fellow,23/06/1748
Yorke; Charles (1722 - 1770),Fellow,13/12/1750
Yorke; Charles Philip (1764 - 1834),Fellow,12/11/1801
Yorke; Charles Philip (1799 - 1873); 4th Earl of Hardwicke,Fellow,25/02/1847
Yorke; John (1728 - 1801),Fellow,18/02/1773
Yorke; Philip (1690 - 1764); 1st Earl of Hardwicke,Fellow,6/12/1753
Yorke; Philip (1720 - 1790); 2nd Earl of Hardwicke,Fellow,29/01/1741
Yorke; Philip (1757 - 1834); 3rd Earl of Hardwicke,Fellow,25/11/1790
Yorke; Philip James (1799 - 1874),Fellow,7/06/1849
Yorke; Warrington (1883 - 1943),Fellow,05/05/1932
Young; Alec David (1913 - 2005),Fellow,15/03/1973
Young; Alfred (1873 - 1940),Fellow,03/05/1934
Young; Arthur (1741 - 1820); Agriculturist,Fellow,28/04/1774
Young; Christopher Alwyne Jack (1912 - 1978),Fellow,16/03/1972
Young; Ian Robert (1932 - 2019),Fellow,16/03/1989
Young; James (1811 - 1883),Fellow,12/06/1873
Young; John Zachary (1907 - 1997),Fellow,22/03/1945
Young; Pierre Henry John (1926 - 1985),Fellow,21/03/1974
Young; Robert Joseph,Fellow,02/05/2013
Young; Sir; Frank George (1908 - 1988),Fellow,17/03/1949
Young; Sir; George (1732 - 1810),Fellow,15/02/1781
Young; Sir; Samuel (1766 - 1826),Fellow,26/03/1795
Young; Sir; William (1725 - 1788),Fellow,10/03/1748
Young; Sir; William (1749 - 1815),Fellow,15/06/1786
Young; Sydney (1857 - 1937),Fellow,1/06/1893
"Young; Thomas (1773 - 1829); Physician, Physicist and Egytologist",Fellow,19/06/1794
Young; William Henry (1863 - 1942),Fellow,02/05/1907
Younghusband; Charles Wright (1821 - 1899),Fellow,3/06/1852
Yukawa; Hideki (1907 - 1981),Foreign Member,25/04/1963
Yule; George Udny (1871 - 1951),Fellow,12/05/1921
Zach; Franz Xaver (1754 - 1832),Fellow,12/04/1804
Zangwill; Oliver Louis (1913 - 1987),Fellow,17/03/1977
Zannotti; Francesco Maria (1692 - 1777),Fellow,26/02/1741
Zanotti; Eustachio (1709 - 1782),Fellow,6/11/1740
Zare; Richard Neil,Foreign Member,13/05/1999
Zeeman; Pieter (1865 - 1943),Foreign Member,05/05/1921
Zeeman; Sir; Erik Christopher (1925 - 2016),Fellow,20/03/1975
Zeki; Semir,Fellow,15/03/1990
Zeldovich; Yakov Borisovich (1914 - 1987),Foreign Member,26/04/1979
Zernike; Frits (1888 - 1966),Foreign Member,26/04/1956
Zewail; Ahmed Hassan (1946 - 2016),Foreign Member,10/05/2001
Zheludev; Nikolay Ivanovich (),Fellow,09/05/2018
Zhou; Guangzhao,Foreign Member,19/04/2012
Ziegler; Karl (1898 - 1973),Foreign Member,22/04/1971
Zienkiewicz; Olgierd Cecil,Fellow,15/03/1979
Ziman; John Michael (1925 - 2005),Fellow,16/03/1967
Zinkernagel; Rolf Martin,Foreign Member,14/05/1998
Zirkel; Ferdinand (1838 - 1912),Foreign Member,25/11/1897
Zisserman; Andrew Peter,Fellow,17/05/2007
Zollman; Philip Henry (- c 1748),Fellow,22/06/1727
Zuckerman; Solly (1904 - 1993); Baron Zuckerman of Burnham Thorpe,Fellow,18/03/1943
